TV_norm,Sales_norm
-1.4535395292204403,-1.4756058600316382
-1.5686770094801317,-1.5623622424609378
-0.49406052705634523,-0.4475968117927151
1.1178641965793343,1.1472028613160696
-1.491918689307004,-1.4555570474347657
-0.9546104480951109,-0.9246163605351155
0.04324771415554799,0.07480303435636664
-0.8778521279219832,-0.8939760775940316
0.8492100759733878,0.845010328148279
-1.5686770094801317,-1.5451002203366238
0.3119018347614946,0.3578695685908362
-0.4556813669697814,-0.497506424592153
0.3886601549346222,0.4081833439024076
-0.7627146476622918,-0.7582386230188479
-0.6859563274891642,-0.7346541205782953
0.235143514588367,0.22650355913220577
-1.108127088441366,-1.09769296273794
1.770309918050919,1.7456039415038767
1.4632766373584087,1.4822164799331323
-0.3021647266235262,-0.3182031058720086
0.9259683961465154,0.9119171921059468
-0.6475771674026004,-0.6812471351947942
1.7319307579643552,1.7031344364188477
0.810830915886824,0.8672055680653793
0.004868554068984192,0.0078317983072804
-1.0313687682682384,-1.0230580127146536
-1.2616437287876212,-1.2358485134708852
-0.532439687142909,-0.5648792532673149
0.5037976351943136,0.4643917345044508
1.386518317185281,1.4141634317147667
-1.6070561695666954,-1.625755296149685
1.0411058764062069,1.0667591128558325
-0.4173022068832176,-0.4427643715539187
-0.2637855665369624,-0.32257795667997663
-0.4173022068832176,-0.3892049669392005
0.810830915886824,0.7677983621952296
0.9643475562330792,0.9676835289169333
0.42703931502118603,0.4301304185610064
-0.4173022068832176,-0.4634390101060893
1.0794850364927706,1.1117250274449306
0.5421767952808774,0.5502756441714872
1.6935515978777915,1.7237225271109315
-1.0697479283548021,-1.0750489406889565
-1.683814489739823,-1.7143481897038229
-0.8394729678354195,-0.8236581907317357
-0.9546104480951109,-0.9678719394809306
-0.8394729678354195,-0.8598784480980866
-0.9546104480951109,-0.9411653313677961
1.4248974772718448,1.4502401696690517
1.1178641965793343,1.173959324787896
0.6956934356271326,0.6830812820428537
-0.2637855665369624,-0.323311065684565
-1.683814489739823,-1.6383194872882572
-0.1870272463638348,-0.24478170462097115
-1.530297849393568,-1.5159342824270334
-1.300022888874185,-1.3060863788635295
-1.4151603691338766,-1.4340597194231237
0.5421767952808774,0.4958544036024436
1.4248974772718448,1.4041285296505461
-0.07188976610414341,-0.11476335698206658
-0.49406052705634523,-0.4934651721366079
0.42703931502118603,0.39668314041452407
1.0794850364927706,1.0474221290775527
-1.530297849393568,-1.528566225929616
1.1562433566658983,1.1563871580219092
1.7319307579643552,1.7192723191872774
-1.491918689307004,-1.4726228617743669
0.3886601549346222,0.33781591618549744
0.618935115454005,0.5967459944005188
0.8875892360599517,0.8936690634495589
1.0411058764062069,1.0495064660765263
-0.3021647266235262,-0.2552462267945001
0.08162687424211179,0.07094386252857791
1.6935515978777915,1.7018820348683956
-0.2637855665369624,-0.27570319944420313
-1.3767812090473126,-1.4265285921822637
0.8875892360599517,0.871320278764389
-1.2232645687010575,-1.23127753845874
1.7319307579643552,1.698421175992313
-0.6859563274891642,-0.6962398041414772
-1.6070561695666954,-1.6012746306041128
1.5400349575315362,1.5602272840888247
1.6551724377912276,1.6541449171458118
-0.37892304679665384,-0.40420464437229486
1.2330016768390257,1.2171847038027923
1.5016557974449725,1.5453168762685696
-0.916231288008547,-0.9430146390388469
-0.8394729678354195,-0.8558934886412026
-0.9546104480951109,-0.9488965244536622
